Smiles	ID	ID_1	origSmiles_1	rdk.fr_C_O_noCOO	rdk.Chi4v	rdk.fr_Ar_COO	rdk.fr_SH	rdk.Chi4n	rdk.SMR_VSA10	rdk.fr_para_hydroxylation	rdk.fr_barbitur	rdk.fr_halogen	rdk.fr_dihydropyridine	rdk.fr_priamide	rdk.fr_Al_COO	rdk.fr_guanido	rdk.fr_furan	rdk.fr_morpholine	rdk.fr_nitroso	rdk.fr_COO2	rdk.fr_amidine	rdk.SMR_VSA7	rdk.fr_benzodiazepine	rdk.fr_Imine	rdk.MolWt	rdk.fr_hdrzine	rdk.fr_urea	rdk.fr_Ar_NH	rdk.fr_quatN	rdk.fr_phos_ester	rdk.fr_benzene	rdk.fr_phos_acid	rdk.fr_sulfone	rdk.VSA_EState10	rdk.fr_aniline	rdk.fr_N_O	rdk.fr_sulfonamd	rdk.fr_thiazole	rdk.TPSA	rdk.EState_VSA8	rdk.PEOE_VSA14	rdk.PEOE_VSA13	rdk.PEOE_VSA12	rdk.PEOE_VSA11	rdk.PEOE_VSA10	rdk.BalabanJ	rdk.fr_lactone	rdk.EState_VSA10	rdk.EState_VSA11	rdk.HeavyAtomMolWt	rdk.fr_nitro_arom	rdk.Chi0	rdk.Chi1	rdk.MolLogP	rdk.fr_nitro	rdk.fr_Al_OH	rdk.fr_azo	rdk.fr_C_O	rdk.fr_ether	rdk.fr_phenol_noOrthoHbond	rdk.fr_alkyl_halide	rdk.NumValenceElectrons	rdk.fr_aryl_methyl	rdk.fr_Ndealkylation2	rdk.fr_term_acetylene	rdk.HallKierAlpha	rdk.fr_C_S	rdk.fr_thiocyan	rdk.fr_ketone_Topliss	rdk.VSA_EState4	rdk.VSA_EState5	rdk.VSA_EState6	rdk.VSA_EState7	rdk.VSA_EState1	rdk.VSA_EState2	rdk.VSA_EState3	rdk.fr_HOCCN	rdk.fr_NH2	rdk.SlogP_VSA12	rdk.EState_VSA9	rdk.SlogP_VSA10	rdk.SlogP_VSA11	rdk.fr_COO	rdk.NHOHCount	rdk.fr_unbrch_alkane	rdk.fr_methoxy	rdk.fr_thiophene	rdk.SlogP_VSA8	rdk.SlogP_VSA9	rdk.SlogP_VSA4	rdk.SlogP_VSA5	rdk.SlogP_VSA6	rdk.SlogP_VSA7	rdk.SlogP_VSA1	rdk.SlogP_VSA2	rdk.SlogP_VSA3	rdk.NumRadicalElectrons	rdk.fr_piperzine	rdk.fr_nitrile	rdk.NumHeteroatoms	rdk.fr_NH1	rdk.fr_NH0	rdk.BertzCT	rdk.LabuteASA	rdk.fr_amide	rdk.Chi3n	rdk.fr_imidazole	rdk.SMR_VSA3	rdk.SMR_VSA2	rdk.SMR_VSA1	rdk.Kappa1	rdk.SMR_VSA6	rdk.Kappa3	rdk.Kappa2	rdk.EState_VSA6	rdk.Chi3v	rdk.SMR_VSA9	rdk.SMR_VSA8	rdk.EState_VSA2	rdk.EState_VSA3	rdk.fr_Ndealkylation1	rdk.EState_VSA1	rdk.fr_ketone	rdk.SMR_VSA5	rdk.Ipc	rdk.fr_diazo	rdk.SMR_VSA4	rdk.fr_Ar_N	rdk.fr_Nhpyrrole	rdk.EState_VSA7	rdk.fr_ester	rdk.EState_VSA4	rdk.NumHDonors	rdk.fr_prisulfonamd	rdk.fr_oxime	rdk.EState_VSA5	rdk.fr_isocyan	rdk.Chi2n	rdk.Chi2v	rdk.HeavyAtomCount	rdk.fr_azide	rdk.NumHAcceptors	rdk.fr_lactam	rdk.fr_allylic_oxid	rdk.VSA_EState8	rdk.fr_oxazole	rdk.VSA_EState9	rdk.fr_piperdine	rdk.fr_Ar_OH	rdk.fr_sulfide	rdk.fr_alkyl_carbamate	rdk.NOCount	rdk.Chi1n	rdk.PEOE_VSA8	rdk.PEOE_VSA7	rdk.PEOE_VSA6	rdk.PEOE_VSA5	rdk.PEOE_VSA4	rdk.PEOE_VSA3	rdk.PEOE_VSA2	rdk.PEOE_VSA1	rdk.fr_imide	rdk.Chi1v	rdk.fr_Al_OH_noTert	rdk.fr_epoxide	rdk.fr_hdrzone	rdk.fr_isothiocyan	rdk.fr_bicyclic	rdk.Chi0n	rdk.fr_phenol	rdk.MolMR	rdk.PEOE_VSA9	rdk.fr_aldehyde	rdk.fr_pyridine	rdk.fr_tetrazole	rdk.RingCount	rdk.fr_nitro_arom_nonortho	rdk.Chi0v	rdk.fr_ArN	rdk.NumRotatableBonds	BioActivity_1	c#BioActivity
C[C@@H]1CN(S(=O)(=O)N(C)C[C@H]2CCCN2C(N)=O)C2(CC2)CN1c1ncnc2[nH]ccc12	LEO125379A	LEO125379A	C[C@@H]1CN(S(=O)(=O)N(C)C[C@H]2CCCN2C(N)=O)C2(CC2)CN1c1ncnc2[nH]ccc12	1.000	7.052	0.000	0.000	5.221	33.092	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	462.580	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	-3.692	1.000	0.000	0.000	0.000	131.760	19.852	6.031	10.209	0.000	0.000	17.792	1.371	0.000	13.212	0.000	432.340	0.000	22.673	15.227	0.239	0.000	0.000	0.000	1.000	0.000	0.000	0.000	174.000	0.000	1.000	0.000	-2.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	5.734	10.612	0.000	0.000	3.000	0.000	0.000	0.000	11.033	0.000	0.000	32.607	18.591	0.000	10.634	93.760	10.209	0.000	1.000	0.000	12.000	1.000	6.000	1130.818	187.290	2.000	7.063	0.000	28.462	0.000	13.212	21.408	38.127	3.405	7.562	22.580	9.094	0.000	0.000	18.628	19.634	1.000	21.779	0.000	50.230	19335820.000	0.000	5.734	3.000	1.000	19.187	0.000	42.535	2.000	0.000	0.000	4.305	0.000	9.286	11.245	32.000	0.000	6.000	0.000	0.000	30.347	0.000	48.345	0.000	0.000	0.000	0.000	11.000	11.078	51.507	38.673	0.000	0.000	17.028	14.762	0.000	20.517	0.000	12.475	0.000	0.000	0.000	0.000	1.000	18.437	0.000	120.661	10.925	0.000	0.000	0.000	5.000	0.000	19.254	0.000	6.000	Active	Active
Cc1[nH]c(=NC[C@@H]2CCN(c3ncnc4[nH]ccc34)CC23CC3)ccc1C#N	LEO130245A	LEO130245A	Cc1[nH]c(=NC[C@@H]2CCN(c3ncnc4[nH]ccc34)CC23CC3)ccc1C#N	0.000	4.520	0.000	0.000	4.520	16.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	47.468	0.000	0.000	373.464	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	96.750	36.971	0.000	0.000	0.000	0.000	29.349	1.347	0.000	0.000	0.000	350.280	0.000	19.140	13.683	1.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	142.000	1.000	0.000	0.000	-3.140	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.254	5.818	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	29.588	30.520	35.716	0.000	10.388	39.570	0.000	0.000	0.000	1.000	7.000	2.000	5.000	1129.352	162.724	0.000	6.249	0.000	19.936	5.262	0.000	16.992	24.534	2.855	6.482	6.327	6.249	6.069	0.000	0.000	16.896	0.000	0.000	0.000	26.186	5428187.500	0.000	16.325	4.000	2.000	25.253	0.000	54.088	2.000	0.000	0.000	12.842	0.000	8.041	8.041	28.000	0.000	5.000	0.000	0.000	0.000	0.000	58.083	1.000	0.000	0.000	0.000	7.000	9.820	31.525	55.718	0.000	0.000	5.262	9.968	4.992	14.868	0.000	9.820	0.000	0.000	0.000	0.000	1.000	15.943	0.000	107.415	10.950	0.000	1.000	0.000	5.000	0.000	15.943	0.000	3.000	Active	Active
Cc1cc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)c(C)c(N=c2[nH]nc(-c3cc(C)no3)o2)c1	LEO140716A	LEO140716A	Cc1cc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)c(C)c(N=c2[nH]nc(-c3cc(C)no3)o2)c1	1.000	4.166	0.000	0.000	4.166	11.781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46.268	0.000	0.000	482.585	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	112.990	52.084	11.778	5.891	5.760	0.000	5.601	1.488	0.000	4.795	0.000	448.313	0.000	25.328	16.480	3.775	0.000	0.000	0.000	1.000	1.000	0.000	0.000	188.000	2.000	0.000	0.000	-3.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.677	10.482	0.000	0.000	1.000	0.000	0.000	0.000	11.651	0.000	20.771	50.079	32.132	0.000	5.685	62.524	11.282	0.000	1.000	0.000	10.000	1.000	5.000	1265.471	204.506	1.000	5.873	0.000	25.154	0.000	18.472	24.716	19.634	5.998	9.690	6.066	5.873	11.651	0.000	17.820	18.196	0.000	5.601	0.000	66.654	55308384.000	0.000	4.992	3.000	1.000	38.661	0.000	42.142	1.000	0.000	0.000	5.563	0.000	10.206	10.206	35.000	0.000	8.000	0.000	0.000	10.937	0.000	65.647	0.000	0.000	0.000	0.000	10.000	11.843	38.287	71.223	11.223	5.099	4.992	9.893	4.900	18.577	0.000	11.843	0.000	0.000	0.000	0.000	0.000	21.507	0.000	130.338	11.381	0.000	0.000	0.000	4.000	0.000	21.507	0.000	7.000	Active	Active
CCOCC(=O)NCC(OC)c1ccccc1Cl	LEO154354A	LEO154354A	CCOCC(=O)NCC(OC)c1ccccc1Cl	1.000	1.766	0.000	0.000	1.509	17.508	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.852	0.000	0.000	271.744	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	6.079	0.000	0.000	0.000	0.000	47.560	5.317	0.000	0.000	5.907	0.000	12.711	2.527	0.000	4.795	0.000	253.600	0.000	13.380	8.685	2.180	0.000	0.000	0.000	1.000	2.000	0.000	0.000	100.000	0.000	0.000	0.000	-1.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.601	21.075	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	18.591	24.265	5.023	5.317	32.775	14.268	0.000	0.000	0.000	5.000	1.000	0.000	384.254	112.228	1.000	2.459	0.000	5.317	0.000	14.268	14.959	26.868	4.643	8.081	13.176	2.803	0.000	0.000	18.618	18.174	0.000	0.000	0.000	13.028	10539.354	0.000	0.000	0.000	0.000	25.123	0.000	5.563	1.000	0.000	0.000	0.000	0.000	3.687	4.094	18.000	0.000	3.000	0.000	0.000	0.000	0.000	37.365	0.000	0.000	0.000	0.000	4.000	5.803	30.848	12.990	29.800	0.000	0.000	0.000	4.795	14.791	0.000	6.181	0.000	0.000	0.000	0.000	0.000	10.611	0.000	70.705	0.000	0.000	0.000	0.000	1.000	0.000	11.367	0.000	8.000	Inactive	Inactive
Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2cc(C)ccc2OC3c2cccc(O)c2O)cc1	LEO154378A	LEO154378A	Cc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3c3n2-c2cc(C)ccc2OC3c2cccc(O)c2O)cc1	0.000	5.228	0.000	0.000	5.228	10.903	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	103.886	0.000	0.000	495.535	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	98.620	0.000	5.690	5.559	0.000	17.603	5.750	1.880	0.000	19.802	0.000	470.335	0.000	26.170	17.684	4.205	0.000	0.000	0.000	0.000	1.000	2.000	0.000	186.000	3.000	0.000	0.000	-4.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.737	0.000	17.249	0.000	2.000	0.000	0.000	0.000	27.848	0.000	13.847	28.488	70.253	0.000	15.986	23.914	14.095	0.000	0.000	0.000	8.000	0.000	3.000	1858.808	211.407	0.000	7.110	0.000	13.701	0.000	14.950	22.726	0.000	3.149	7.893	19.180	7.110	34.193	0.000	11.499	39.291	0.000	17.353	0.000	19.951	294929280.000	0.000	14.095	3.000	0.000	60.879	0.000	21.257	2.000	0.000	0.000	17.681	0.000	9.549	9.549	37.000	0.000	8.000	0.000	0.000	4.498	0.000	83.668	0.000	2.000	0.000	0.000	8.000	11.886	19.659	43.173	48.028	0.000	0.000	4.795	13.929	19.517	0.000	11.886	0.000	0.000	0.000	0.000	5.000	20.812	2.000	140.910	27.978	0.000	0.000	0.000	6.000	0.000	20.812	0.000	2.000	Active	Active
C[C@@H]1C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO	LEO154230A	LEO154230A	C[C@@H]1C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO	2.000	7.376	0.000	0.000	7.376	11.566	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.649	0.000	0.000	360.494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.600	19.923	0.000	0.000	0.000	5.783	17.991	1.741	0.000	19.802	0.000	328.238	0.000	18.905	12.181	3.057	0.000	2.000	0.000	2.000	0.000	0.000	0.000	144.000	0.000	0.000	0.000	-1.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	34.502	65.717	11.649	0.000	0.000	33.987	9.589	0.000	0.000	0.000	4.000	0.000	0.000	681.630	155.602	0.000	8.994	0.000	0.000	0.000	19.802	18.367	6.607	2.089	5.747	0.000	8.994	0.000	0.000	17.251	36.882	0.000	23.406	2.000	71.318	731688.188	0.000	34.502	0.000	0.000	6.924	0.000	25.683	2.000	0.000	0.000	5.573	0.000	9.913	9.913	26.000	0.000	4.000	0.000	2.000	0.000	0.000	60.083	0.000	0.000	0.000	0.000	4.000	10.269	18.257	61.191	32.420	0.000	0.000	0.000	9.589	10.213	0.000	10.269	1.000	0.000	0.000	0.000	5.000	16.255	0.000	98.300	0.000	0.000	0.000	0.000	4.000	0.000	16.255	0.000	2.000	Inactive	Inactive
OCC1CN(c2ncnc3[nH]ccc23)CC2(CC2)C1	LEO129787A	LEO129787A	OCC1CN(c2ncnc3[nH]ccc23)CC2(CC2)C1	0.000	3.456	0.000	0.000	3.456	16.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.591	0.000	0.000	258.325	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	65.040	19.852	0.000	0.000	0.000	0.000	17.792	1.724	0.000	5.107	0.000	240.181	0.000	12.872	9.296	1.075	0.000	1.000	0.000	0.000	0.000	0.000	0.000	100.000	0.000	0.000	0.000	-1.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.818	0.000	0.000	2.000	0.000	0.000	0.000	11.033	0.000	11.333	19.262	18.591	0.000	4.900	39.755	0.000	0.000	0.000	0.000	5.000	1.000	3.000	604.267	111.223	0.000	4.449	0.000	14.952	0.000	5.107	11.227	24.596	1.800	3.935	6.327	4.449	0.000	0.000	6.607	11.333	0.000	0.000	0.000	19.262	54895.480	0.000	11.333	3.000	1.000	12.263	0.000	29.941	2.000	0.000	0.000	19.262	0.000	6.070	6.070	19.000	0.000	4.000	0.000	0.000	0.000	0.000	39.083	1.000	0.000	0.000	0.000	5.000	6.936	31.811	30.744	0.000	0.000	0.000	9.968	0.000	14.990	0.000	6.936	1.000	0.000	0.000	0.000	1.000	10.841	0.000	73.394	5.386	0.000	0.000	0.000	4.000	0.000	10.841	0.000	2.000	Inactive	Inactive
Cc1cc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)c(C)c(N=c2[nH]nc(-c3ccnn3C)o2)c1	LEO140718A	LEO140718A	Cc1cc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)c(C)c(N=c2[nH]nc(-c3ccnn3C)o2)c1	1.000	4.289	0.000	0.000	4.289	11.781	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46.771	0.000	0.000	481.601	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	104.780	47.034	11.778	5.891	0.000	0.000	11.295	1.495	0.000	4.795	0.000	446.321	0.000	25.328	16.497	3.212	0.000	0.000	0.000	1.000	1.000	0.000	0.000	188.000	2.000	0.000	0.000	-3.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.146	10.482	0.000	0.000	1.000	0.000	0.000	0.000	11.585	0.000	13.847	44.385	33.806	0.000	5.685	67.148	18.329	0.000	1.000	0.000	10.000	1.000	6.000	1264.574	205.148	1.000	6.074	0.000	29.778	0.000	13.949	24.716	19.634	5.816	9.690	10.879	6.074	11.585	0.000	12.135	18.120	0.000	5.601	0.000	59.730	56298916.000	0.000	12.040	4.000	1.000	44.852	0.000	42.142	1.000	0.000	0.000	5.563	0.000	10.214	10.214	35.000	0.000	8.000	0.000	0.000	7.524	0.000	67.893	0.000	0.000	0.000	0.000	10.000	11.907	45.465	70.366	6.066	5.099	10.091	9.893	9.582	14.054	0.000	11.907	0.000	0.000	0.000	0.000	0.000	21.623	0.000	132.306	5.687	0.000	0.000	0.000	4.000	0.000	21.623	0.000	7.000	Active	Active
C[C@H](NC(O)c1coc(O)c1)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1cnc(C2CC2)nc1	LEO131165A	LEO131165A	C[C@H](NC(O)c1coc(O)c1)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1cnc(C2CC2)nc1	0.000	4.440	0.000	0.000	4.440	10.903	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	96.153	0.000	0.000	515.545	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	118.460	20.383	0.000	5.946	0.000	0.000	35.986	1.274	0.000	14.603	0.000	489.337	0.000	26.225	18.441	4.920	0.000	1.000	0.000	0.000	1.000	0.000	0.000	194.000	0.000	0.000	0.000	-4.280	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9.154	4.390	11.696	0.000	3.000	0.000	0.000	0.000	16.590	0.000	5.817	54.966	77.802	0.000	10.054	36.003	0.000	0.000	0.000	0.000	10.000	1.000	4.000	1546.085	217.091	0.000	6.511	0.000	25.065	0.000	23.757	24.079	0.000	4.956	9.882	35.405	6.511	17.383	0.000	11.764	17.231	0.000	18.374	0.000	44.057	751148096.000	0.000	0.000	4.000	0.000	25.123	0.000	40.820	3.000	0.000	0.000	24.462	0.000	9.517	9.517	38.000	0.000	9.000	0.000	0.000	20.017	0.000	69.817	0.000	1.000	0.000	0.000	9.000	12.381	46.933	62.230	0.000	0.000	5.099	19.040	5.317	19.367	0.000	12.381	1.000	0.000	0.000	0.000	1.000	20.530	0.000	136.334	17.401	0.000	0.000	0.000	6.000	0.000	20.530	0.000	9.000	Active	Active
CCO[C@H]1CN([C@H]2CC[C@](O)(c3ccc4c(c3)OCO4)CC2)C[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1	LEO153197A	LEO153197A	CCO[C@H]1CN([C@H]2CC[C@](O)(c3ccc4c(c3)OCO4)CC2)C[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1	2.000	5.900	0.000	0.000	5.900	11.814	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59.155	0.000	0.000	577.600	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	109.360	15.533	6.176	5.907	12.700	11.499	0.000	1.136	0.000	27.867	0.000	543.328	0.000	29.200	19.553	3.200	0.000	1.000	0.000	2.000	3.000	0.000	3.000	222.000	0.000	1.000	0.000	-3.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.211	13.171	11.499	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	54.092	42.465	0.000	20.107	73.043	21.309	0.000	0.000	0.000	12.000	2.000	1.000	1264.598	235.489	2.000	8.092	0.000	15.533	0.000	42.077	29.153	33.034	6.600	11.867	0.000	8.092	11.499	0.000	37.089	44.037	0.000	29.155	0.000	62.572	1643390592.000	0.000	0.000	0.000	0.000	25.123	0.000	36.604	3.000	0.000	0.000	6.066	0.000	10.714	10.714	41.000	0.000	7.000	0.000	0.000	38.894	0.000	70.273	0.000	0.000	0.000	0.000	9.000	13.785	31.302	68.502	12.133	0.000	13.171	0.000	14.489	29.951	0.000	13.785	0.000	0.000	0.000	0.000	1.000	22.707	0.000	141.413	29.855	0.000	0.000	0.000	5.000	0.000	22.707	0.000	11.000	Inactive	Inactive
CCOC(=O)N1CCC[C@H](OC(=O)c2ccc(O[C@H](c3ccc(C)cc3)[C@H](C)NC(=O)C(F)(F)F)cc2)C1	LEO133823A	LEO133823A	CCOC(=O)N1CCC[C@H](OC(=O)c2ccc(O[C@H](c3ccc(C)cc3)[C@H](C)NC(=O)C(F)(F)F)cc2)C1	3.000	4.030	0.000	0.000	4.030	17.970	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	65.221	0.000	0.000	536.547	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	94.170	0.000	24.146	0.000	0.000	0.000	17.957	1.679	0.000	27.555	0.000	505.299	0.000	27.872	17.973	4.960	0.000	0.000	0.000	3.000	3.000	0.000	3.000	206.000	1.000	1.000	0.000	-3.760	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14.211	17.966	5.750	0.000	1.000	0.000	0.000	0.000	0.000	0.000	6.924	54.278	48.531	0.000	10.054	60.888	14.268	0.000	0.000	0.000	11.000	1.000	1.000	1105.291	218.588	2.000	6.007	0.000	10.217	0.000	41.765	28.806	19.696	7.867	12.660	31.189	6.007	5.750	0.000	24.465	24.950	0.000	42.396	0.000	58.039	159946336.000	0.000	0.000	0.000	0.000	12.241	1.000	5.563	1.000	0.000	0.000	36.089	0.000	9.048	9.048	38.000	0.000	6.000	0.000	0.000	38.450	0.000	67.967	1.000	0.000	0.000	0.000	8.000	12.312	6.545	63.442	29.829	0.000	13.171	9.589	4.795	24.427	0.000	12.312	0.000	0.000	0.000	0.000	0.000	21.417	0.000	131.682	24.757	0.000	0.000	0.000	3.000	0.000	21.417	0.000	13.000	Active	Active
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	ZZA46279A	ZZA46279A	CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	0.000	5.513	0.000	0.000	4.800	22.665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35.523	0.000	0.000	314.498	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	2.015	0.000	0.000	0.000	0.000	19.030	47.459	0.000	0.000	0.000	0.000	0.000	1.751	0.000	0.000	0.000	288.290	0.000	15.104	10.813	3.789	0.000	0.000	0.000	0.000	0.000	0.000	0.000	118.000	0.000	1.000	0.000	-0.930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.762	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	10.903	0.000	5.918	36.810	24.396	0.000	0.000	41.024	6.421	0.000	0.000	0.000	3.000	1.000	1.000	662.499	137.208	0.000	5.575	0.000	9.884	0.000	0.000	14.649	25.098	2.297	5.934	5.563	6.380	0.000	0.000	0.000	6.042	0.000	0.000	0.000	38.146	218278.562	0.000	5.918	1.000	1.000	11.762	0.000	11.836	1.000	0.000	0.000	54.571	0.000	7.014	7.924	22.000	0.000	2.000	0.000	0.000	0.000	0.000	35.985	1.000	0.000	1.000	0.000	2.000	8.633	35.604	60.927	19.056	0.000	11.762	0.000	4.900	4.984	0.000	10.027	0.000	0.000	0.000	0.000	2.000	13.640	0.000	97.317	0.000	0.000	0.000	0.000	4.000	0.000	14.456	0.000	4.000	Inactive	Inactive
Cc1c(-c2cnccn2)ssc1=S	ZZA46590A	ZZA46590A	Cc1c(-c2cnccn2)ssc1=S	0.000	3.773	0.000	0.000	0.948	32.899	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.978	0.000	0.000	226.351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8.434	0.000	0.000	0.000	0.000	25.780	9.968	0.000	0.000	0.000	0.000	3.824	2.598	0.000	0.000	0.000	220.303	0.000	9.259	6.288	3.305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.000	0.000	0.000	0.000	-0.650	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32.899	12.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	10.571	0.000	10.748	5.563	18.591	0.000	0.000	9.968	0.000	0.000	0.000	0.000	5.000	0.000	2.000	457.741	88.323	0.000	1.643	0.000	9.968	0.000	0.000	8.927	0.000	1.673	3.611	39.271	4.989	10.571	0.000	0.000	0.000	0.000	0.000	0.000	6.924	1536.369	0.000	0.000	2.000	0.000	6.924	0.000	19.958	0.000	0.000	0.000	0.000	0.000	2.499	5.315	13.000	0.000	5.000	0.000	0.000	0.950	0.000	18.617	0.000	0.000	0.000	0.000	2.000	3.649	12.394	12.487	32.899	0.000	0.000	0.000	9.968	0.000	0.000	6.207	0.000	0.000	0.000	0.000	0.000	6.851	0.000	58.793	16.768	0.000	0.000	0.000	2.000	0.000	9.301	0.000	1.000	Inactive	Inactive
